LOT,FOLDER_NAME,OFFICIAL_NAME,COOLNESS_RATING,DESCRIPTION,SPECIFICATIONS,PRICE,PRICE ESTIMATE HYPERLINKS,CATEGORY
LOT_069,LOT_069_Apple_Watch_Ultra_2,Apple Watch Ultra 2,6 stars,"The watch that makes regular Apple Watches look adorable. Built for people who climb mountains before breakfast and still need to check their email at base camp. Titanium construction that laughs at impacts, battery life that outlasts your weekend adventures, and enough sensors to make a NASA engineer jealous. This isn't jewelry—it's wearable mission control.","Case: 49mm Titanium (military-grade) ; Battery: 36 hours normal use, 72 hours low power ; Display: 3000 nits brightness (readable in direct sunlight) ; Water Rating: 100m diving certified ; GPS: Dual-frequency precision tracking",$799-$849,https://www.apple.com/apple-watch-ultra-2/,Gadgets > Portable Display
LOT_070,LOT_070_AYY_Portable_Monitor,"AYY 15.6"" Portable Monitor (1080P FHD)",4 Stars,"The AYY 15.6-inch Portable Monitor delivers Full HD resolution in a slim, lightweight design perfect for on-the-go productivity. It features multiple connectivity options and works seamlessly with laptops, smartphones, gaming consoles, and other devices.","Display | 15.6-inch IPS LCD | Resolution | 1920 x 1080 (Full HD) | Ports | Mini HDMI, USB-C (x2) | Built-in Speakers | Dual stereo | Design | Ultra-slim (0.35 inch) and lightweight (1.7 lbs) | Compatibility | Windows, macOS, Android, iOS, gaming consoles",$129-$179,https://www.amazon.com/ayy-portable-monitor-15-6,Gadgets > Portable Display
LOT_071,LOT_071_Beyerdynamic_DT_990_Premium_Edition_Headphones,Beyerdynamic DT 990 Premium Edition 250 Ohm Over-Ear Headphones,5 Stars,"The Beyerdynamic DT 990 Premium Edition headphones are open-back, audiophile-grade over-ear headphones known for their exceptional sound quality and comfort. They deliver spacious, detailed audio with strong bass response and clear treble, making them ideal for critical listening and studio work.","Type | Open-back, over-ear | Impedance | 250 Ohm | Frequency Response | 5-35,000 Hz | Sound Pressure Level | 96 dB | Weight | 290g (without cable) | Cable | 3-meter straight cable | Connector | 3.5mm gold-plated with 6.35mm adapter",$179-$249,https://www.amazon.com/beyerdynamic-dt-990-premium,Audiophile
LOT_072,LOT_072_BigBlue_Portable_Solar_Charger_28W,BigBlue 28W Foldable Solar Charger Panel,1 Star,"The BigBlue 28W Foldable Solar Charger is a high-efficiency portable power solution featuring advanced solar panel technology. With multiple USB ports and weather-resistant design, it's perfect for outdoor adventures, emergency preparedness, and off-grid power needs, capable of charging multiple devices simultaneously.","Power Output | 28W maximum solar power | Solar Panels | 4 high-efficiency SunPower solar panels | USB Ports | 3x USB-A ports with smart charging technology | Efficiency | Up to 23.5% conversion efficiency | Weather Resistance | IPX4 water-resistant coating | Design | Foldable with carrying handles | Smart IC Technology | Automatic device recognition and optimal charging | Compatibility | Smartphones, tablets, power banks, cameras | Dimensions | 26.6 x 11.2 inches (unfolded) | Weight | 1.3 lbs (595g) | Accessories | Micro USB cable and user manual included",$59-$79,https://www.amazon.com/bigblue-28w-solar-charger,Peripherals
LOT_073,LOT_073_Bose_Smart_Soundbar_300,Bose Smart Soundbar 300,4 Stars,The audio upgrade that makes your TV stop sounding like it's speaking through a pillow. Voice assistant integration means you can control your entertainment without finding the remote that's definitely fallen between couch cushions again. Compact design fits under most TVs without requiring furniture rearrangement.,"Dimensions | 26.58"" W x 2.21"" H x 4.02"" D | Connectivity | HDMI eARC, Optical, Bluetooth, Wi-Fi | Voice Assistants | Amazon Alexa, Google Assistant built-in | Audio | Proprietary Bose digital signal processing | App Control | Bose Music app compatible | Expandable | Compatible with Bose Bass Module and Surround Speakers",$349-$399,https://www.bose.com/en_us/products/speakers/soundbars/bose-smart-soundbar-300.html,Gadgets > Smart Home
LOT_074,LOT_074_Boss_RC_505_e02_Loop_Station,Boss RC-505 mkII Loop Station,4 Stars,"The musical playground that turns bedroom producers into one-person orchestras. Five synchronized tracks of looping madness with enough effects to make your neighbors think you've started a band. This isn't just a loop pedal—it's a creative weapon for beat makers, singer-songwriters, and anyone who thinks making music should be as immediate as having ideas. Warning: May cause spontaneous jam sessions and delayed bedtimes.","Tracks: 5 synchronized stereo loops ; Memory: 99 phrase memories, 50 rhythm patterns ; Effects: Built-in reverb, delay, distortion, filters ; Connectivity: XLR, 1/4"" inputs, USB recording ; Control: Hands-free via expression pedals",$599-$699,https://www.boss.info/us/products/rc-505mk2/,DJ Rizzler
LOT_075,LOT_075_Bushnell_Equinox_X650_Night_Vision_5x32_Monocular_review,Bushnell Equinox X650 5x32mm Digital Night Vision Monocular,3 Stars,The Bushnell Equinox X650 is a digital night vision monocular with 5x magnification and a 32mm objective lens. It offers excellent night vision capabilities with an infrared illuminator for enhanced visibility in complete darkness and can capture photos and videos of your nighttime observations.,Magnification | 5x | Objective Lens | 32mm | Field of View | 20ft/100yds | Detection Range | Up to 650 feet | Display | LCD | Recording | Photo and video capture capability | Memory | MicroSD card slot (up to 32GB) | Battery | 4 AA (30+ hours runtime) | Water Resistance | IPX4 rated,$199-$299,https://www.bushnell.com/night-vision/equinox-series/,Gadgets > Portable Display
LOT_076,LOT_076_Ceptics_Universal_Travel_Adapter_Kit_2_USB_USB_C_Cord_2_US_Outlets_QC_3_0,Ceptics Universal Travel Adapter Kit with USB-C and Quick Charge 3.0,2 Star,"The Ceptics Universal Travel Adapter Kit is a comprehensive charging solution for international travelers, featuring multiple plug types, USB ports, and Quick Charge 3.0 technology. With built-in US outlets and USB-C connectivity, it provides versatile power options for all your devices while traveling to over 200 countries worldwide.","Compatibility | Works in 200+ countries worldwide | Plug Types | US, EU, UK, AU/NZ, and more international standards | USB Ports | 2x USB-A with Quick Charge 3.0 support | USB-C | 1x USB-C port with Power Delivery | US Outlets | 2 grounded US-style AC outlets | Power Rating | 10A max, 100-250V AC | Quick Charge | QC 3.0 fast charging technology | Safety Features | Built-in fuse, surge protection | LED Indicator | Power status LED | Design | Compact, all-in-one travel design | Dimensions | Approximately 3 x 2.5 x 2 inches | Accessories | Travel pouch and instruction manual included",$29-$39,https://www.amazon.com/ceptics-universal-travel-adapter,Peripherals
LOT_077,LOT_077_CMF_Watch_Pro_Smartwatch_1_96_AMOLED_Display_IP68_Water_Resistant,"CMF Watch Pro by Nothing - 1.96"" AMOLED Smartwatch",4 Stars,"The CMF Watch Pro by Nothing is a premium smartwatch featuring a large 1.96-inch AMOLED display with customizable watch faces and comprehensive health monitoring. With IP68 water resistance and up to 13 days of battery life, it combines style, functionality, and durability for active lifestyles and daily productivity.","Display | 1.96-inch AMOLED (410 x 502 pixels, 330 PPI) | Water Resistance | IP68 rating | Battery Life | Up to 13 days typical use, 45 days standby | Health Monitoring | Heart rate, SpO2, sleep tracking, stress monitoring | Sports Modes | 110+ workout modes | Connectivity | Bluetooth 5.3 | Sensors | Accelerometer, gyroscope, geomagnetic sensor, optical heart rate | Compatibility | Android 7.0+, iOS 12.0+ | Materials | Aluminum alloy case with silicone strap | Dimensions | 47.2 x 38.5 x 10.75mm | Weight | 39g (without strap)",$69-$99,https://nothing.tech/products/cmf-watch-pro,Gadgets > Portable Display
LOT_078,LOT_078_Dell_SE2222H_22_inch_Monitor,Dell SE2222H 22-inch LED Monitor,3 Stars,"The Dell SE2222H is a 22-inch Full HD LED monitor with a stylish, slim design and anti-glare screen. It delivers crisp, clear visuals for everyday computing tasks while featuring ComfortView technology to reduce harmful blue light emissions.","Display | 21.5-inch VA panel | Resolution | 1920 x 1080 (Full HD) | Aspect Ratio | 16 | 9 | Refresh Rate | 60Hz | Response Time | 5ms (normal mode) | Connectivity | HDMI 1.4, VGA | ComfortView | Yes, reduces blue light emissions | Stand | Tilt adjustable (-5° to 21°)",$89-$129,https://www.dell.com/en-us/shop/dell-22-monitor-se2222h/apd/210-bbc6,Gadgets > Portable Display
LOT_079,LOT_079_Devialet_Mania_Cocoon_Protective_Case_Portable_Speaker_Protection,Devialet Mania Cocoon - Protective Case for Portable Speaker,4 Stars,"The Devialet Mania Cocoon is a premium protective case specifically designed for the Devialet Mania portable speaker. It provides robust protection against bumps and scratches while maintaining the speaker's elegant aesthetic, making it ideal for travel and outdoor use.","Material | Premium textile fabric with water-repellent treatment | Compatibility | Designed exclusively for Devialet Mania speaker | Features | Integrated carrying handle | Protection | Shock-absorbing design | Access | Full access to controls and charging port | Colors Available | Black, Light Grey, Deep Blue | Design | Made in France",$89-$119,https://www.devialet.com/en-us/speakers/accessories/mania-cocoon/,Audiophile
LOT_080,LOT_080_Devialet_Mania_Portable_Smart_Speaker_Light_Grey,Devialet Mania Portable Smart Speaker - Light Grey,5 Stars,"The Devialet Mania is a premium portable smart speaker featuring the brand's signature audiophile-grade sound in a compact, portable design. It offers 360° stereo sound with automatic calibration that adapts to any environment, combining portability with exceptional audio performance.","Sound | 360° adaptive stereo with Active Stereo Calibration | Drivers | 4 full-range drivers and 2 woofers | Power | 4x 25W class-D amplifiers for full-range, 2x 38W class-D amplifiers for SAM woofers | Connectivity | Wi-Fi, Bluetooth 5.0, AirPlay 2, Spotify Connect | Voice Control | Amazon Alexa built-in | Battery Life | Up to 10 hours | Water Resistance | IPX4 rating | Dimensions | 6.7"" x 5.6"" x 5.3"" | Weight | 2.3 kg (5.1 lbs)",$799-$999,https://www.devialet.com/en-us/speakers/mania/,Gadgets > Smart Home
LOT_081,LOT_081_Devialet_Phantom_II_95_dB_Compact_Wireless_Speaker_1,Devialet Phantom II 95 dB Compact Wireless Speaker - Matte Black,5 Stars,French audio engineering that makes other speakers sound like tin cans. 95 decibels of crystalline power wrapped in space-age design that doubles as conversation-starting sculpture. This isn't background music equipment—it's the centerpiece of an audio experience that makes guests question why they settled for basic sound bars. Each Phantom is hand-tuned because mass production is for peasants.,"Output: 95 dB SPL peak power ; Frequency: 16Hz - 25kHz response range ; Connectivity: WiFi, Bluetooth, Ethernet, optical ; Design: Iconic spherical French engineering ; Pairing: Stereo configuration capable","$1,399-$1,699",https://www.devialet.com/en-us/speakers/phantom/,Audiophile
LOT_082,LOT_082_Devialet_Phantom_II_95_dB_Compact_Wireless_Speaker_2,Devialet Phantom II 95 dB Compact Wireless Speaker - Matte Black,4 Stars,"The stereo companion that completes your audio domination. When one Phantom isn't enough to properly annoy your neighbors with your superior taste in both music and speaker technology. Pair with #1 for true stereo separation that transforms your living room into a concert hall. Because if you're going to make a statement about sound quality, why whisper when you can roar?","Output: 95 dB SPL (pairs with #1 for 98 dB) ; Configuration: Left/right stereo pairing ; Sync: Perfect wireless stereo alignment ; Room Coverage: Up to 3,000 sq ft paired ; Setup: Auto-calibration via Devialet app","$1,999-$2,399",https://www.devialet.com/en-us/speakers/phantom/,Audiophile
LOT_083,LOT_083_Devialet_Phantom_II_Remote,Devialet Phantom Remote Control,4 Stars,"The Devialet Phantom Remote Control is an elegant, minimalist accessory designed to provide intuitive control of Phantom speakers. With a machined aluminum body and touch-sensitive interface, it offers essential playback functions including volume adjustment, play/pause, and track navigation in a sophisticated design that complements the Phantom line.","Compatibility | Works with all Devialet Phantom speakers | Design | Machined from solid aluminum block | Interface | Touch-sensitive buttons | Functions | Volume control, play/pause, next/previous track | Connectivity | Bluetooth Low Energy | Battery | Rechargeable with USB-C port | Battery Life | Up to 6 months per charge | Dimensions | 145 x 30 x 15 mm (5.7 x 1.2 x 0.6 in) | Weight | 83g (2.9 oz)",$99-$129,https://www.devialet.com/en-us/speakers/accessories/remote/,Audiophile
LOT_084,LOT_084_Devialet_Phantom_II_Travel_Case_1,Devialet Phantom Customized Travel Case - Single Speaker,4 Stars,"The Devialet Phantom Customized Travel Case is a premium protective case specifically designed for safe transportation of a single Devialet Phantom speaker. Featuring military-grade protection with custom-molded interior compartments, it ensures your high-end speaker remains secure and protected during travel or storage.",Compatibility | Fits one Devialet Phantom I or Phantom II speaker | Protection | Military-grade impact resistance | Construction | Hard-shell exterior with waterproof seal | Interior | Custom-molded compartments with shock-absorbing foam | Security | Reinforced locking clasps | Handle | Ergonomic carry handle | Weight | Approximately 4.5 kg (9.9 lbs) without speaker | Dimensions | 350 x 290 x 240 mm (13.8 x 11.4 x 9.4 in),$299-$399,https://www.devialet.com/en-us/speakers/accessories/travel-case/,Computing
LOT_085,LOT_085_Devialet_Phantom_II_Travel_Case_2,Devialet Phantom Travel Case - Duo Configuration,4 Stars,"The Devialet Phantom Travel Case in Duo configuration is a premium protective carrying solution designed to safely transport two Phantom speakers simultaneously. This high-quality case features custom-fit compartments, military-grade protection, and a sleek design to complement the premium nature of Devialet audio equipment.",Compatibility | Accommodates two Devialet Phantom I or Phantom II speakers | Protection | Military-grade impact resistance | Construction | Hard-shell exterior with waterproof seal | Interior | Custom-molded compartments with shock-absorbing foam | Security | Reinforced locking clasps | Mobility | Telescopic handle and smooth-rolling wheels | Weight | Approximately 7.5 kg (16.5 lbs) without speakers | Dimensions | 620 x 330 x 250 mm (24.4 x 13.0 x 9.8 in),$499-$599,https://www.devialet.com/en-us/speakers/accessories/travel-case-duo/,Audiophile
LOT_086,LOT_086_DJI_OSMO,DJI Osmo Mobile 6 Smartphone Gimbal Stabilizer,4 Stars,"The DJI Osmo Mobile 6 is a premium smartphone gimbal stabilizer that delivers professional-level video stabilization for mobile filmmaking. It features 3-axis stabilization, intelligent tracking, and creative shooting modes, all controlled through an ergonomic design with a built-in extension rod for versatile shooting angles.","Stabilization | 3-axis mechanical gimbal | Compatibility | Most smartphones (width | 67-84mm, thickness | ≤10mm) | Battery Life | Up to 6.4 hours | Tracking | ActiveTrack 5.0 with subject tracking | Controls | Built-in joystick, mode button, and status panel | Special Features | Magnetic smartphone clamp, extension rod (215mm) | Creative Modes | Timelapse, DynamicZoom, Panorama, Story Mode | Connectivity | Bluetooth 5.1 | Weight | 309g (without smartphone) | App | DJI Mimo companion app",$139-$179,https://www.dji.com/osmo-mobile-6,Cell Phones
LOT_087,LOT_087_American_Vizio_TV_50_P502ui_B1,American Vizio TV - 50_ P502ui-B1,2 Stars,"The 50-inch smart TV that proves you don't need to mortgage your house for decent screen real estate. Built-in streaming apps eliminate the need for seventeen different dongles and boxes. Not the fanciest TV money can buy, but definitely the most TV your money can buy without buyer's remorse.","Display | 50-inch LED (1920 x 1080) | Smart TV | Built-in Wi-Fi, streaming apps | Connectivity | 5x HDMI, USB, optical audio | Audio | Dual 10W speakers | Features | Active Pixel Tuning technology | Power | 110-120V AC | Dimensions | Approximately 44"" x 26"" x 3"" | Weight | Approximately 35 lbs | Warranty | Standard manufacturer warranty",$150-$300,https://www.amazon.com/gp/product/B00MK39H68/ref=ask_ql_qh_dp_hza,Gadgets > Portable Display
LOT_088,LOT_088_Doqo_iPad_Air_M2_Hub,Doqo iPad Air M2 Keyboard Hub,3 Stars,"The iPad accessory that transforms Apple's ""pro"" tablet into something that can actually interface with the rest of your devices. Five ports crammed into a form factor that doesn't make your sleek tablet look like it's undergoing medical procedures. Perfect for people who bought an iPad Pro and then realized they still need to connect actual things to it.","Ports | 2x USB-A 3.0, 1x HDMI (4K@30Hz), SD card reader, microSD card reader | Data Transfer | Up to 5Gbps | Compatibility | MacBook Air and other USB-C laptops | Design | Ultra-slim aluminum housing | Plug-and-Play | No drivers required | Color Options | Silver, Space Gray, Gold (matching",$29-$49,https://www.amazon.com/dogo-5-in-1-usb-c-hub,Apple
LOT_091,LOT_091_KEMIMOTO_Motorcycle_Helmet_Backpack_Bag_for_Men_with_USB_Charging_Port,KEMIMOTO Motorcycle Helmet Backpack Bag,3 Stars,"Specialized motorcycle backpack designed for riders with dedicated helmet storage compartment and integrated USB charging capability. Features waterproof construction, ergonomic design for comfort during rides, and ample storage for gear and personal items.","Capacity | 37L expandable storage | Dedicated helmet compartment (fits all helmet types) | USB charging port with external cable connection | Waterproof rain cover included | Reflective safety strips for visibility | Ergonomic padded shoulder straps and back panel | Multiple organizational compartments | Durable polyester fabric construction | Chest and waist straps for stability | Laptop compartment (up to 15"" laptop) | Side pockets for quick access items | Reinforced bottom panel",$55-$80,https://www.kemimoto.com/products/motorcycle-37l-helmet-backpack-with-usb-charge-port; https://www.amazon.com/KEMIMOTO-Backpack-Charging-Waterproof-Ergonomic/dp/B07WWC5KZX,PC
LOT_092,LOT_092_Suzuki_EN125_2012_10_000_km,"Suzuki EN125 (2012) 10,000 km",4 Stars,"Learner-legal 125cc motorcycle designed for urban commuting and entry-level riding. Known for exceptional fuel economy, reliable single-cylinder engine, and low maintenance requirements. Popular choice for new riders and daily commuters with 10,000km showing reasonable use.","Engine | 125cc 4-stroke single cylinder, air-cooled | Power | Approximately 11 HP at 8,500 RPM | Top Speed | 50-55 mph (80-90 km/h) | Fuel Economy | 80-100+ MPG (exceptional efficiency) | Weight | 112 kg (247 lbs) dry weight | Transmission | 5-speed manual | Both center stand and side stand included | Gear indicator and fuel gauge | Seat Height | 765mm | Fuel Tank | 13 liters | Brakes | Front disc, rear drum | Current Mileage | 10,000 km (reasonable for age) | Year | 2012","$800-$1,500",http://traineebiker.blogspot.com/2008/04/en125-review.html; https://www.reviewcentre.com/reviews119401.html; https://www.125motorbikes.co.uk/bike/suzuki-en-125,Peripherals
LOT_094,LOT_094_Ledger_Nano_S_Crypto_Hardware_Wallet,Ledger Nano S Hardware Wallet,4 Stars,"Secure cryptocurrency hardware wallet that stores private keys offline. Features OLED display for transaction verification and supports multiple cryptocurrencies including Bitcoin, Ethereum, and others.","Secure Element chip with offline storageDisplay | Built-in OLED screen for transaction verificationConnectivity | USB connection to computerCryptocurrencies | Supports 1000+ coins and tokensApps | Can install 3-20 crypto apps simultaneouslyBackup | 24-word recovery phraseCompatibility | Windows, Mac, Linux, AndroidU2F | Two-factor authentication support</li></ul>","TBD
TBD",,Gadgets > Portable Display
LOT_097,LOT_097_VocoproHeroKaraokeStation,VocoPro HERO-REC Multi-Format Portable PA Karaoke System with Digital Recorder Vocopro,4 Stars,"Compact all-in-one recording studio and entertainment system featuring a 120W 4-speaker stereo system built around a 4-channel professional mic/line mixer. Designed for karaoke enthusiasts, musicians, and entertainers who want professional-quality sound with portable convenience and digital recording capabilities.","120W stereo 4-speaker system, 4-channel professional mic/line mixer with XLR/1/4"" combo inputs, Multi-format disc player supporting DVD/CD/CD+G playback, SD card and USB port for digital media file access, Built-in SD card recorder for capturing live performances, DSP reverb echo effects and hiss filter, 7-band equalizer, 13-step digital key controller, AM/FM radio tuner with 20 presets, Includes 2 wired microphones, Weight | 40 lbs, 2 wireless receiver slots for expansion",$69-$89,https://shiftcam.com/products/snapgrip-bundles; https://www.amazon.com/ShiftCam-SnapGrip-Wireless-Magnetic-Powerbank/dp/B0B752139Y,DJ Rizzler
LOT_098,LOT_098_Dianese_Backpack,Dainese D-Exchange Backpack Black Red,4 Stars,Motorcycle-specific backpack with 3D bubble coating for comfort and breathability. Features special compartment for Type G back protector and multiple organizational pockets for touring and daily riding.,"Nylon construction with 3D bubble coating on rearCapacity | 15L (Size S) or 20L (Size L)Compartments | Main compartment with mesh pockets, neoprene tablet sectionProtector Ready | Compatible with G1 (Size S) or G2 (Size L) back protectorsDimensions | Size S | 50cm x 35cm x 10cm, Size L | 55cm x 37cm x 12cmFeatures | Reflective elements, adjustable waist, side and top zip pocketsSafety | Rain cover, pulley system, Fidlock closureStorage | Five inner pockets, expandable design</li></ul>",$400-$800 (based on model variants and current market conditions),,Peripherals
LOT_099,LOT_099_Dianese_XL_Pants,Dainese D-Explorer Gore-Tex Pants XL Black Red,3 Stars,Adventure touring pants with Gore-Tex waterproof breathable membrane and removable thermal liner. Features Pro-Shape knee and hip protectors with elasticized comfort inserts for long-distance riding.,"Mugello and Quick Dry elasticized fabrics with Duratex reinforcementWaterproofing | Removable Gore-Tex waterproof breathable membraneThermal | Removable thermal liner with modular flap systemProtection | CE certified Pro-Shape knee and hip protectors (adjustable height)Ventilation | Modular flap ventilation system on thighsComfort | Elastic inserts at knees and spine, adjustable waistConnectivity | Dainese jacket-trouser connecting zip compatibleFeatures | Reflective inserts, calf zip, suspender kit ready</li></ul>",$85-$110,https://www.motocard.com/en/bags/dainese-d_exchange_backpack_nero_001.aspx; https://www.sportbiketrackgear.com/dainese-d-exchange-backpack,Gadgets
LOT_100,LOT_100_Dianese_JacketXL,Dainese Super Rider D-Dry Jacket XL Black Red,3 Stars,Sport-touring jacket with aggressive aerodynamic design featuring cowhide leather inserts and removable D-Dry waterproof membrane. Combines Mugello bi-elastic fabric with aluminum shoulder plates for high-performance riding.,"Mugello bi-elastic fabric with cowhide leather insertsWaterproofing | Removable D-Dry waterproof breathable membraneProtection | CE Level 1 shoulder and elbow protectors, aluminum shoulder platesDesign | Aerodynamic hump, sport-inspired aggressive stylingVentilation | Mesh inserts for airflow, removable thermal linerCompatibility | Back and chest protector ready, jacket-to-pants zipConstruction | Stretch Mugello fabric for ergonomic fit and movementFeatures | Reflective elements, multiple adjustment points</li></ul>",$290-$340,https://www.dainese.com/us/en/motorbike/pants/gore-tex®/d-explorer-gore-tex-pants-201614055606014.html; https://www.motocard.com/en/pants-2/dainese-d_explorer_gore_tex_black_red_606.aspx,Peripherals
LOT_101,LOT_101_Moment_37mm_Filters,Moment 37mm Cine Filter Set,4 Stars,Professional 37mm filters designed for smartphone cinematography and photography. Compatible with Moment 37mm Phone Filter Mount for attaching over phone's native camera lenses.,37mm threadCompatibility | Works with Moment Phone Filter MountTypes | ND and CPL filters availableMaterial | Professional cinema-grade glassUse | Mount over phone's 1x or telephoto lens</li></ul>,$299.99-$349.99,https://www.insta360.com/product/insta360-link; https://www.amazon.com/insta360-Link-Noise-Canceling-Microphones-Specialized/dp/B0B826KS4B,Cell Phones
LOT_102,LOT_102_Moment_Filter_Mount,Moment Filter Mount,4 Stars,"Attach a standard 67mm Filter to your Moment Lenses. The Moment Filter Adapters let you attach a standard 67mm filter to your Moment Lenses (Tele, Wide, and Anamorphics). Simply press fit the mount onto your lens, and you’re ready to go. The interchangeable rubber collars are also included and allow you to use them with both sizes of our lenses. Whether you’re trying to balance the sunset perfectly, cut glare off of water, or shoot long exposure during the day, photography filters help you create effects and control light in ways digital editing can’t","Compatible filters Standard 67mm filters Compatible lenses Anamorphic, 58mm Telephoto, 18mm Wide Moment",$50,,Photography/Videography
LOT_103,LOT_103_2x_Moment_Pouch,2x Moment Pouch Leather Tan,4 Stars,Weatherproof travel case designed to protect and organize Moment lenses and mobile photography accessories. Available in 2-lens and 4-lens configurations.,"2 or 4 mobile lensesMaterial | Water-resistant weatherproof constructionFeatures | Removable padded dividersProtection | Dust, rain, and scratch resistantOrganization | Multiple pockets for accessoriesDesign | Compact and travel-friendly</li></ul>",$350-$450,https://www.dainese.com/us/en/super-rider-d-dry-jacket-201654592P75012.html; https://www.chromeburner.com/dainese-super-rider-d-dry-black-black-fluo-red-textile-motorcycle-jacket,Photography/Videography
LOT_104,LOT_104_Moment_Telephoto_58mm,Moment Telephoto 58mm,4 Stars,Professional 58mm telephoto lens that provides 2x optical magnification on phone's wide camera or 4x/6x when mounted over telephoto lens. Features cinema-grade glass and aerospace-grade metal construction.,"True 58mm equivalent Magnification | 2x optical zoom (wide lens), 4x-6x (telephoto lens)Optical Design | 6 elements, 4 groups, all-glass constructionMaterial | Aerospace-grade metal housingGlass | Hand-polished cinema-grade glassFilter Thread | 67mm (removable front ring)Minimum Focus | 7.25 inchesWarranty | Lifetime guarantee</li></ul>",$29.99-$49.99,https://www.shopmoment.com/products/weatherproof-mobile-lens-carrying-case-2-lenses; https://www.amazon.com/MOMENT-Weatherproof-Mobile-Lens-Carrying/dp/B0C72T1DFD,Photography/Videography
LOT_105,LOT_105_Moment_Camera_Case_for_iPhone_Android,Moment Camera Case for iPhone/Android,4 Stars,Protective smartphone case designed specifically for mounting Moment lenses. Features integrated lens mount system and drop protection while maintaining slim profile.,"iPhone, Pixel, Galaxy, OnePlusMount System | T-Series or M-Series lens interfaceProtection | Drop protection with raised edgesMaterial | Premium materials with textured gripDesign | Slim profile maintains phone ergonomicsLens Access | Precise cutouts for all camera lenses</li></ul>",$99.99-$129.99,https://www.shopmoment.com/products/58mm-tele-lens; https://www.amazon.com/Moment-iPhone-Samsung-Galaxy-OnePlus/dp/B07K4T1NG7,Cell Phones
LOT_106,LOT_106_Moment_10x_Macro_Mobile_Lens,Moment 10x Macro Mobile Lens,4 Stars,Ultra-close-up lens that captures life-sized images of tiny subjects from just 1 inch away. Features premium glass construction and included diffuser hood for professional macro photography.,"10x macro capabilityWorking Distance | 1 inch from subjectOptical Design | Premium multi-element glassFeatures | Edge-to-edge clarity, natural bokehIncludes | Removable diffuser hood, lens cap, microfiber bagCompatibility | M-Series and T-Series mountsWarranty | Lifetime guarantee</li></ul>",$29.99-$39.99,https://www.shopmoment.com/cases; https://www.shopmoment.com/pages/phone-lenses,Photography/Videography
LOT_107,LOT_107_Moment_Lens_Roll,Moment Mobile Lens Roll,4 Stars,Canvas and leather carrying solution designed to organize and protect multiple Moment lenses and mobile photography accessories in a compact roll-up format.,Rugged canvas and leather constructionCapacity | 2-lens or 4-lens configurationsDesign | Roll-up format for compact storageCompatibility | Works with Moment Leather Lens PouchesOrganization | Individual slots for lenses and accessoriesTravel | Secure tie closure system</li></ul>,$79.99-$99.99,https://www.shopmoment.com/products/10x-macro-lens; https://www.amazon.com/Moment-10x-Macro-Lens-Close-Ups/dp/B074KP1QZF,Photography/Videography
LOT_108,LOT_108_Insta360_Link_AI_Powered_4K_Webcam,Insta360 Link AI-Powered 4K Webcam,5 Stars,"AI-powered 4K webcam featuring 3-axis gimbal, auto-tracking, gesture control, and professional-grade image quality. Designed for video calls, live streaming, and content creation.","4K@30fps, 1080p@60fpsSensor | 1/2-inch sensor with HDRGimbal | 3-axis mechanical gimbalAI Features | Auto-tracking, gesture controlAudio | Dual noise-canceling microphonesMounting | Monitor mount and 1/4-inch tripod threadConnectivity | USB-C, plug-and-playSoftware | Insta360 Link Controller app</li></ul>",$39.99-$59.99,https://www.shopmoment.com/products/mobile-lens-roll; https://wrekd.com/products/mobile-lens-roll,Gadgets > Portable Display
LOT_109,LOT_109_MOMENT_REMOTE,Moment Remote Control,4 Stars,"The next evolution of our bluetooth remote, completely redesigned from the ground up. With full iOS & Android compatibility, a dedicated on/off switch, and an oversized shutter button… It lets you trigger your phone’s camera from up to 10 meters away with the touch of a button. A more ergonomic physical design feels great in hand, while the battery is good for over 5,000 shots. There’s also a built in attachment cord to clip to keys, tripods, or just about anywhere so you’re always ready to shoot. It’s the perfect companion to your phone for anything from long-exposure landscapes, to group photos, video, and more.",Compatible with both iOS and Android devices Works up to 10 meters away and Burst Mode Oversized shutter button and ergonomic design Integrated attachment lanyard Power switch to conserve battery when not in use Replaceable CR 2032 battery good for 5000+ shots Covered by our 2-year warranty,$39.98-$49.98,https://www.shopmoment.com/filters; https://www.dpreview.com/news/2429076814/moment-launches-37mm-cine-filters-and-mount-for-use-with-smartphone-cameras,Apple